ID,Название,Status,Вердикт,Энтропия_Шеннона,Энтропия_Перестановок,Фрактал_Размерность_GP,Асимметрия_Сдвига,Эксцесс_Хвостов,Автокорреляция_Лаг1,Херст_Хаотичность,Радиус_Облака,Коэф_Сдвига_Аномалий,Доля_Оси_X,Доля_Оси_Y,Доля_Оси_Z,Сила_Закрутки_Ротора,Индекс_Сквозных_Дыр,Коэф_Ветвления,Частота_Фурье
A000001,Number of groups of order n.,Успешно,Аномальный Сдвиг / Выброс,2.8278,2.294,0.0,7.8632,66.7229,-0.0452,0.491,23.35,18.91,0.3419,0.3388,0.3194,1896.52,0.3015,-0.5067,23.0
A000002,Kolakoski sequence: a(n) is length of n-th run; a(1) = 1; sequence consists just of 1's and 2's.,Успешно,Сложная динамическая структура,0.9998,2.2448,3.0,-0.037,-1.9986,-0.3275,0.3324,0.87,1.51,0.4019,0.3982,0.1999,3.62,100000.0,-0.4965,36.0
A000003,Number of classes of primitive positive definite binary quadratic forms of discriminant D = -4n; or equivalently the class number of the quadratic order of discriminant D = -4n.,Успешно,Сложная динамическая структура,2.7397,2.4844,0.0,0.549,-0.2547,0.3249,0.7436,3.8,3.86,0.4348,0.2844,0.2808,39.47,0.1098,-0.4902,1.0
A000004,The zero sequence.,Успешно,Сложная динамическая структура,-0.0,-0.0,1.0,0.0,-3.0,0.0,0.5,0.0,0.0,,,,0.0,100000.0,0.0,1.0
A000005,"d(n) (also called tau(n) or sigma_0(n)), the number of divisors of n.",Успешно,Сложная динамическая структура,2.6523,2.4353,0.0,0.9652,0.3486,-0.4674,0.5741,4.26,2.75,0.4741,0.2877,0.2382,60.44,0.1085,-0.7693,35.0
A000006,Integer part of square root of n-th prime.,Успешно,Строгий кристаллический тренд,4.0726,-0.0,0.0,-0.3964,-0.9271,0.9961,0.7995,6.94,4.12,0.9292,0.0379,0.0329,9.86,0.0346,-0.3269,1.0
A000007,The characteristic function of {0}: a(n) = 0^n.,Успешно,Аномальный Сдвиг / Выброс,0.0776,0.0789,1.0,10.1,100.0096,0.0,0.499,0.02,104.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
A000008,"Number of ways of making change for n cents using coins of 1, 2, 5, 10 cents.",Успешно,Строгий кристаллический тренд,5.8652,-0.0,0.0,0.9069,-0.3961,0.9999,0.7898,222.76,3.08,0.9893,0.0063,0.0044,728.02,0.0011,0.9153,1.0
A000009,Expansion of Product_{m >= 1} (1 + x^m); number of partitions of n into distinct parts; number of partitions of n into odd parts.,Успешно,Строгий кристаллический тренд,5.6867,-0.0,0.0,1.8301,2.4397,1.0,0.7566,1898.8,5.69,0.9965,0.0033,0.0002,6826.32,0.0001,1.0,1.0
A000010,Euler totient function phi(n): count numbers <= n and prime to n.,Успешно,Сложная динамическая структура,4.3967,2.182,0.0,0.8832,0.1946,0.2998,0.7512,24.04,3.3,0.5148,0.3322,0.153,1201.88,0.012,-0.8765,1.0
A000011,Number of n-bead necklaces (turning over is allowed) where complements are equivalent.,Успешно,Строгий кристаллический тренд,5.1719,-0.0,0.0,4.3238,18.8785,1.0,0.6173,366538081.37,18.99,0.9997,0.0003,0.0,126483844920536.27,0.0,1.0,1.0
A000012,The simplest sequence of positive numbers: the all 1's sequence.,Успешно,Сложная динамическая структура,-0.0,-0.0,1.0,0.0,-3.0,0.0,0.5,0.0,0.0,,,,0.0,100000.0,0.0,1.0
A000013,Definition (1): Number of n-bead binary necklaces with beads of 2 colors where the colors may be swapped but turning over is not allowed.,Успешно,Строгий кристаллический тренд,5.1316,-0.0,0.0,4.2599,18.2819,1.0,0.6175,384964798.66,18.49,0.9997,0.0003,0.0,144501867586629.38,0.0,1.0,1.0
A000014,Number of series-reduced trees with n nodes.,Успешно,Строгий кристаллический тренд,5.0219,0.3501,0.0,4.4618,20.0991,1.0,0.6103,144391353.83,19.94,0.9993,0.0007,0.0,50656497062391.77,0.0,1.0,1.0
A000015,Smallest prime power >= n.,Успешно,Строгий кристаллический тренд,4.734,-0.0,0.0,-0.0292,-1.2098,0.9976,0.8041,30.97,5.92,0.9431,0.0307,0.0262,138.99,0.0083,-0.3721,1.0
A000016,a(n) is the number of distinct (infinite) output sequences from binary n-stage shift register which feeds back the complement of the last stage.,Успешно,Строгий кристаллический тренд,4.9823,-0.0,0.0,4.0618,16.4881,1.0,0.6179,56191320.78,16.99,0.9996,0.0004,0.0,3468248792252.88,0.0,1.0,1.0
A000017,Erroneous version of A032522.,Успешно,Плоский Аттрактор (Петля/Узел),3.9321,1.3216,0.0,3.2942,9.9109,0.9984,0.5747,7837.46,11.5,0.9804,0.0179,0.0017,4084731.03,0.0,0.9927,1.0
A000018,Number of positive integers <= 2^n of form x^2 + 16*y^2.,Успешно,Строгий кристаллический тренд,5.1013,-0.0,0.0,4.1664,17.399,1.0,0.6157,521421978.32,17.73,0.9998,0.0002,0.0,164374785075121.06,0.0,1.0,1.0
A000019,Number of primitive permutation groups of degree n.,Успешно,Аномальный Сдвиг / Выброс,3.6711,2.5264,0.0,6.5922,48.4245,-0.0022,0.4868,16.1,15.25,0.3373,0.3334,0.3293,863.34,0.1054,-0.4899,5.0
A000020,Number of primitive polynomials of degree n over GF(2) (version 2).,Успешно,Плоский Аттрактор (Петля/Узел),5.0269,1.4124,0.0,5.0546,25.5609,0.7532,0.5823,325784685.15,26.03,0.8285,0.158,0.0135,1.1181599678080992e+17,0.0,-0.3694,1.0
A000021,Number of positive integers <= 2^n of form x^2 + 12 y^2.,Успешно,Строгий кристаллический тренд,5.1013,-0.0,0.0,4.1663,17.3982,1.0,0.6157,623575722.95,17.73,0.9998,0.0002,0.0,235881472301034.0,0.0,1.0,1.0
A000022,Number of centered hydrocarbons with n atoms.,Успешно,Строгий кристаллический тренд,4.83,0.3998,0.0,4.5742,20.6689,1.0,0.582,3389910192.32,20.34,0.9995,0.0005,0.0,2.3872340677892684e+16,0.0,1.0,1.0
A000023,Expansion of e.g.f. exp(-2*x)/(1-x).,Успешно,Строгий кристаллический тренд,4.4366,0.7229,0.0,4.4625,17.9591,1.0,0.4926,1.3778774666644791e+19,21.0,0.9999,0.0001,0.0,1.1467231875698146e+35,0.0,1.0,1.0
A000024,Number of positive integers <= 2^n of form x^2 + 10 y^2.,Успешно,Строгий кристаллический тренд,5.1013,-0.0,0.0,4.166,17.3958,1.0,0.6158,741885788.57,17.72,0.9998,0.0002,0.0,338806833148340.6,0.0,1.0,1.0
A000025,Coefficients of the 3rd-order mock theta function f(q).,Успешно,Плоский Аттрактор (Петля/Узел),5.8402,1.1082,0.0,0.1665,1.8451,-0.9999,0.2652,425.78,4.78,0.9852,0.0095,0.0053,6065.12,0.0005,-0.9999,29.0
A000026,Mosaic numbers or multiplicative projection of n: if n = Product (p_j^k_j) then a(n) = Product (p_j * k_j).,Успешно,Аномальный Сдвиг / Выброс,5.7286,1.8365,0.0,0.3713,-1.0752,0.782,0.7715,31.7,6.68,0.6222,0.2071,0.1707,971.68,0.0097,-0.3516,1.0
A000027,"The positive integers. Also called the natural numbers, the whole numbers or the counting numbers, but these terms are ambiguous.",Успешно,Строгий кристаллический тренд,6.2668,-0.0,0.0,0.0,-1.2004,1.0,0.8073,32.47,1.0,1.0,0.0,0.0,2.45,0.0078,0.0,1.0
A000028,"Let k = p_1^e_1 p_2^e_2 p_3^e_3 ... be the prime factorization of n. Sequence gives k such that the sum of the numbers of 1's in the binary expansions of e_1, e_2, e_3, ... is odd.",Успешно,Строгий кристаллический тренд,6.0661,-0.0,0.0,-0.0379,-1.2129,0.9993,0.8006,59.8,3.42,0.9673,0.0196,0.0131,244.75,0.0043,-0.1486,1.0
A000029,"Number of necklaces with n beads of 2 colors, allowing turning over (these are also called bracelets).",Успешно,Строгий кристаллический тренд,5.2479,-0.0,0.0,4.1947,17.6821,1.0,0.6176,202475932.71,17.98,0.9997,0.0003,0.0,42537268604885.12,0.0,1.0,1.0
A000030,Initial digit of n.,Успешно,Строгий кристаллический тренд,2.9602,0.2276,0.0,0.4012,-1.2732,0.9316,0.8137,4.37,32.0,0.7417,0.164,0.0943,4.27,0.7071,-0.0,1.0
A000031,Number of n-bead necklaces with 2 colors when turning over is not allowed; also number of output sequences from a simple n-stage cycling shift register; also number of binary irreducible polynomials whose degree divides n.,Успешно,Строгий кристаллический тренд,5.1699,-0.0,0.0,4.0618,16.488,1.0,0.6179,112383066.47,16.99,0.9996,0.0004,0.0,13844632775228.79,0.0,1.0,1.0
A000032,"Lucas numbers beginning at 2: L(n) = L(n-1) + L(n-2), L(0) = 2, L(1) = 1.",Успешно,Строгий кристаллический тренд,5.2854,0.1793,0.0,3.6298,13.1366,1.0,0.6485,11957597.68,14.51,1.0,0.0,0.0,8.66,0.0,1.0,1.0
A000033,"a(n) = A058087(n,n-2).",Успешно,Строгий кристаллический тренд,4.4594,-0.0,0.0,4.3499,16.9652,1.0,0.4921,2.954510841844589e+19,20.04,0.9999,0.0001,0.0,5.085543913456104e+35,0.0,1.0,1.0
A000034,"Period 2: repeat [1, 2]; a(n) = 1 + (n mod 2).",Успешно,Сложная динамическая структура,1.0,1.0,3.0,0.0,-2.0,-1.0,0.0,0.87,1.0,1.0,0.0,0.0,4.24,0.5773,-1.0,12.0
A000035,"Period 2: repeat [0, 1]; a(n) = n mod 2; parity of n.",Успешно,Сложная динамическая структура,0.9999,0.9999,3.0,0.019,-1.9996,-1.0,0.1469,0.87,1.0,1.0,0.0,0.0,1.41,100000.0,-1.0,51.0
A000036,"Let A(n) = #{(i,j): i^2 + j^2 <= n}, V(n) = Pi*n, P(n) = A(n) - V(n); A000099 gives values of n where |P(n)| sets a new record; sequence gives closest integer to P(A000099(n)).",Успешно,Аномальный Сдвиг / Выброс,5.5987,2.0253,0.0,0.0306,-1.3523,0.846,0.7988,65.83,6.47,0.6732,0.1639,0.1628,712.52,0.0057,-0.5035,1.0
A000037,"Numbers that are not squares (or, the nonsquares).",Успешно,Строгий кристаллический тренд,6.4919,-0.0,0.0,-0.0415,-1.1861,0.9999,0.8137,41.18,1.84,0.9909,0.0054,0.0036,15.72,0.0061,-0.1,1.0
A000038,Twice A000007.,Успешно,Аномальный Сдвиг / Выброс,0.0776,0.0789,1.0,10.1,100.0096,0.0,0.499,0.04,104.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
A000039,Coefficient of q^(2n) in the series expansion of Ramanujan's mock theta function f(q).,Успешно,Строгий кристаллический тренд,5.6147,-0.0,0.0,-1.7856,2.2544,1.0,0.7499,4406.25,5.36,0.9943,0.004,0.0017,132159.86,0.0,0.9981,1.0
A000040,The prime numbers.,Успешно,Строгий кристаллический тренд,5.858,-0.0,0.0,0.1884,-1.2275,0.9994,0.7964,121.52,2.97,0.9707,0.0174,0.0119,869.66,0.0022,-0.0784,1.0
A000041,a(n) is the number of partitions of n (the partition numbers).,Успешно,Строгий кристаллический тренд,5.6039,-0.0,0.0,2.2508,4.3395,1.0,0.7324,43340.25,7.41,0.9961,0.0038,0.0001,5648593.2,0.0,1.0,1.0
A000042,Unary representation of natural numbers.,Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,4.0651,14.6958,1.0,0.5051,1.211681930159246e+18,17.1,1.0,0.0,0.0,1.7501484678093677e+19,0.0,1.0,1.0
A000043,Mersenne exponents: primes p such that 2^p - 1 is prime. Then 2^p - 1 is called a Mersenne prime.,Успешно,Строгий кристаллический тренд,5.6439,-0.0,0.0,2.0916,3.5515,0.9918,0.7465,22355819.81,10.36,0.8986,0.0645,0.0369,88921855427862.61,0.0,0.5868,1.0
A000044,"Dying rabbits: a(0) = 1; for 1 <= n <= 12, a(n) = Fibonacci(n); for n >= 13, a(n) = a(n-1) + a(n-2) - a(n-13).",Успешно,Строгий кристаллический тренд,5.5177,-0.0,0.0,4.1406,17.5234,1.0,0.6472,513865022.68,18.29,1.0,0.0,0.0,21928203.63,0.0,1.0,1.0
A000045,Fibonacci numbers: F(n) = F(n-1) + F(n-2) with F(0) = 0 and F(1) = 1.,Успешно,Строгий кристаллический тренд,5.3088,-0.0,0.0,3.7388,14.0236,1.0,0.6483,13423467.52,15.28,1.0,0.0,0.0,1.73,0.0,1.0,1.0
A000046,Number of primitive n-bead necklaces (turning over is allowed) where complements are equivalent.,Успешно,Строгий кристаллический тренд,5.1624,-0.0,0.0,4.387,19.4778,1.0,0.6171,698676027.45,19.49,0.9997,0.0003,0.0,456445196253826.25,0.0,1.0,1.0
A000047,Number of integers <= 2^n of form x^2 - 2y^2.,Успешно,Строгий кристаллический тренд,5.1293,-0.0,0.0,4.0331,16.2097,1.0,0.6158,288508500.57,16.73,0.9998,0.0002,0.0,53010314964516.55,0.0,1.0,1.0
A000048,"Number of n-bead necklaces with beads of 2 colors and primitive period n, when turning over is not allowed but the two colors can be interchanged.",Успешно,Строгий кристаллический тренд,5.0374,-0.0,0.0,4.1949,17.6838,1.0,0.6176,202430305.4,17.99,0.9997,0.0003,0.0,41426940955427.06,0.0,1.0,1.0
A000049,Number of positive integers <= 2^n of the form 3*x^2 + 4*y^2.,Успешно,Строгий кристаллический тренд,5.1554,-0.0,0.0,4.1663,17.3983,1.0,0.6157,623575039.0,17.73,0.9998,0.0002,0.0,235858904905447.53,0.0,1.0,1.0
A000050,Number of positive integers <= 2^n of form x^2 + y^2.,Успешно,Строгий кристаллический тренд,5.1699,-0.0,0.0,4.1004,16.8048,1.0,0.6158,616778467.49,17.23,0.9998,0.0002,0.0,234873529739443.03,0.0,1.0,1.0
A000051,a(n) = 2^n + 1.,Успешно,Строгий кристаллический тренд,5.0875,-0.0,0.0,4.0083,15.9618,1.0,0.6132,999477209.56,16.5,1.0,0.0,0.0,259198324.22,0.0,1.0,1.0
A000052,"1-digit numbers arranged in alphabetical order, then the 2-digit numbers arranged in alphabetical order, then the 3-digit numbers, etc.",Успешно,Аномальный Сдвиг / Выброс,6.0444,2.4043,0.0,-0.4043,-1.1356,0.7944,0.6834,46.83,7.57,0.6087,0.243,0.1482,2047.3,0.0085,-0.0651,2.0
A000053,Local stops on New York City 1 Train (Broadway-7 Avenue Local) subway.,Успешно,Строгий кристаллический тренд,4.858,-0.0,0.0,0.234,-1.2298,0.9993,0.7516,102.12,1.96,0.9677,0.0229,0.0094,619.19,0.0026,0.4282,1.0
A000054,Local stops on New York City A line subway.,Успешно,Строгий кристаллический тренд,4.6439,-0.0,0.0,-0.086,-1.1717,0.9995,0.7373,82.58,1.54,0.97,0.0196,0.0104,480.31,0.0031,0.1554,1.0
A000055,Number of trees with n unlabeled nodes.,Успешно,Строгий кристаллический тренд,4.9932,-0.0,0.0,4.8906,23.7361,1.0,0.5766,520513428206.94,22.92,0.9996,0.0004,0.0,4.6557073085431585e+20,0.0,1.0,1.0
A000056,"Order of the group SL(2,Z_n).",Успешно,Аномальный Сдвиг / Выброс,5.4263,1.5707,0.0,1.2743,0.8466,0.9079,0.7596,27221.2,6.01,0.8021,0.1585,0.0393,492394092.59,0.0,-0.9102,1.0
A000057,Primes that divide at least one term in every Fibonacci sequence.,Успешно,Строгий кристаллический тренд,5.7004,-0.0,0.0,0.2357,-1.0933,0.9991,0.7844,686.99,3.1,0.9614,0.0243,0.0143,33214.88,0.0004,0.0666,1.0
A000058,"Sylvester's sequence: a(n+1) = a(n)^2 - a(n) + 1, with a(0) = 2.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000059,Numbers k such that (2k)^4 + 1 is prime.,Успешно,Строгий кристаллический тренд,5.9069,-0.0,0.0,0.2766,-0.9947,0.9991,0.7901,102.4,4.82,0.9629,0.0235,0.0137,743.96,0.0024,0.0834,1.0
A000060,Number of signed trees with n nodes.,Успешно,Строгий кристаллический тренд,4.858,-0.0,0.0,4.8334,22.0707,1.0,0.5325,2.6546392161797764e+16,22.58,0.9999,0.0001,0.0,5.336314176134865e+29,0.0,1.0,1.0
A000061,"Generalized tangent numbers d(n,1).",Успешно,Сложная динамическая структура,5.4136,2.0325,0.0,0.3877,-1.0591,0.9612,0.7974,92.5,3.96,0.8121,0.0956,0.0924,4892.45,0.003,-0.5223,1.0
A000062,A Beatty sequence: a(n) = floor(n/(e-2)).,Успешно,Строгий кристаллический тренд,6.1497,-0.0,0.0,-0.0011,-1.2006,0.9999,0.8037,41.62,1.44,0.9866,0.0074,0.006,70.48,0.0061,-0.6429,1.0
A000063,Symmetrical dissections of an n-gon.,Успешно,Строгий кристаллический тренд,4.8795,-0.0,0.0,4.9005,24.3388,0.8557,0.593,599046774.84,27.04,0.8573,0.1424,0.0002,3.4324463421923206e+17,0.0,-0.0508,1.0
A000064,"Partial sums of (unordered) ways of making change for n cents using coins of 1, 2, 5, 10 cents.",Успешно,Строгий кристаллический тренд,5.6724,-0.0,0.0,1.1834,0.2336,1.0,0.7734,1948.7,3.33,0.9929,0.0069,0.0002,11990.0,0.0001,0.9999,1.0
A000065,-1 + number of partitions of n.,Успешно,Строгий кристаллический тренд,5.5433,-0.0,0.0,2.2155,4.1621,1.0,0.7312,31578.35,7.23,0.9959,0.0039,0.0002,3177909.5,0.0,1.0,1.0
A000066,Smallest number of vertices in trivalent graph with girth (shortest cycle) = n.,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000067,Number of positive integers <= 2^n of form x^2 + 2 y^2.,Успешно,Строгий кристаллический тренд,5.1699,-0.0,0.0,4.1003,16.804,1.0,0.6158,705304499.35,17.23,0.9998,0.0002,0.0,308374758059015.6,0.0,1.0,1.0
A000068,Numbers k such that k^4 + 1 is prime.,Успешно,Строгий кристаллический тренд,5.8329,-0.0,0.0,0.2473,-0.9858,0.999,0.7891,187.44,4.82,0.9602,0.0253,0.0145,2500.03,0.0013,0.1389,1.0
A000069,Odious numbers: numbers with an odd number of 1's in their binary expansion.,Успешно,Строгий кристаллический тренд,6.0224,-0.0,0.0,-0.0012,-1.2017,0.9998,0.7996,54.57,1.51,0.982,0.009,0.009,151.71,0.0047,-0.5,1.0
A000070,a(n) = Sum_{k=0..n} p(k) where p(k) = number of partitions of k (A000041).,Успешно,Строгий кристаллический тренд,5.4919,-0.0,0.0,2.2457,4.3048,1.0,0.7253,112604.94,7.33,0.9956,0.0044,0.0,47690294.07,0.0,1.0,1.0
A000071,a(n) = Fibonacci(n) - 1.,Успешно,Строгий кристаллический тренд,5.2719,-0.0,0.0,3.6847,13.58,1.0,0.6484,13706151.95,14.9,1.0,0.0,0.0,2112874.0,0.0,1.0,1.0
A000072,Number of positive integers <= 2^n of form x^2 + 4 y^2.,Успешно,Строгий кристаллический тренд,5.1144,-0.0,0.0,4.1003,16.8044,1.0,0.6158,462708386.03,17.23,0.9998,0.0002,0.0,132698186322619.73,0.0,1.0,1.0
A000073,Tribonacci numbers: a(n) = a(n-1) + a(n-2) + a(n-3) for n >= 3 with a(0) = a(1) = 0 and a(2) = 1.,Успешно,Строгий кристаллический тренд,5.1427,-0.0,0.0,4.0257,16.2658,1.0,0.6261,131917151.21,16.88,1.0,0.0,0.0,4002.29,0.0,1.0,1.0
A000074,Number of odd integers <= 2^n of form x^2 + y^2.,Успешно,Строгий кристаллический тренд,5.0286,-0.0,0.0,3.967,15.6324,1.0,0.6156,161862128.16,16.25,0.9998,0.0002,0.0,15420319303145.59,0.0,1.0,1.0
A000075,Number of positive integers <= 2^n of form 2*x^2 + 3*y^2.,Успешно,Строгий кристаллический тренд,5.1699,-0.0,0.0,4.0995,16.7981,1.0,0.6158,454752932.05,17.22,0.9998,0.0002,0.0,132887288639999.45,0.0,1.0,1.0
A000076,Number of integers <= 2^n of form 4 x^2 + 4 x y + 5 y^2.,Успешно,Строгий кристаллический тренд,5.2719,-0.0,0.0,4.3599,19.1944,1.0,0.6155,3726789086.78,19.23,0.9998,0.0002,0.0,7348272315544702.0,0.0,1.0,1.0
A000077,Number of positive integers <= 2^n of form x^2 + 6 y^2.,Успешно,Строгий кристаллический тренд,5.1144,-0.0,0.0,4.0995,16.7981,1.0,0.6158,454753225.5,17.22,0.9998,0.0002,0.0,132998309717312.67,0.0,1.0,1.0
A000078,Tetranacci numbers: a(n) = a(n-1) + a(n-2) + a(n-3) + a(n-4) for n >= 4 with a(0) = a(1) = a(2) = 0 and a(3) = 1.,Успешно,Строгий кристаллический тренд,5.0702,-0.0,0.0,4.1683,17.457,1.0,0.619,305664283.02,17.8,1.0,0.0,0.0,151848.03,0.0,1.0,1.0
A000079,Powers of 2: a(n) = 2^n.,Успешно,Строгий кристаллический тренд,5.1293,-0.0,0.0,4.0761,16.5586,1.0,0.6133,1949675963.74,17.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
A000080,Number of nonisomorphic minimal triangle graphs.,Успешно,Строгий кристаллический тренд,4.4366,-0.0,0.0,3.9082,14.3064,1.0,0.5602,183970997.15,15.19,0.9991,0.0009,0.0,111078968872083.97,0.0,1.0,1.0
A000081,Number of unlabeled rooted trees with n nodes (or connected functions with a fixed point).,Успешно,Строгий кристаллический тренд,4.9375,-0.0,0.0,4.5411,20.1887,1.0,0.574,94277371351.2,19.98,0.9997,0.0003,0.0,1.053975729940807e+19,0.0,1.0,1.0
A000082,a(n) = n^2*Product_{p|n} (1 + 1/p).,Успешно,Аномальный Сдвиг / Выброс,5.5546,2.2118,0.0,0.8928,-0.1217,0.7821,0.7684,1578.8,5.37,0.6684,0.2129,0.1188,2651387.99,0.0002,-0.8107,1.0
A000083,Number of mixed Husimi trees with n nodes; or polygonal cacti with bridges.,Успешно,Строгий кристаллический тренд,4.7484,-0.0,0.0,4.7831,21.8764,1.0,0.5455,26434944620736.02,21.95,0.9998,0.0002,0.0,8.399873899277312e+23,0.0,1.0,1.0
A000084,Number of series-parallel networks with n unlabeled edges. Also called yoke-chains by Cayley and MacMahon.,Успешно,Строгий кристаллический тренд,4.7549,-0.0,0.0,4.3318,17.9087,1.0,0.559,239598800031.11,18.27,0.9998,0.0002,0.0,6.175812571186062e+19,0.0,1.0,1.0
A000085,"Number of self-inverse permutations on n letters, also known as involutions; number of standard Young tableaux with n cells.",Успешно,Строгий кристаллический тренд,4.7359,-0.0,0.0,4.7806,21.4534,1.0,0.5289,255669828090267.22,22.24,0.9994,0.0006,0.0,2.1868399298479602e+26,0.0,1.0,1.0
A000086,Number of solutions to x^2 - x + 1 == 0 (mod n).,Успешно,Аномальный Сдвиг / Выброс,0.8449,1.454,0.0,1.9853,3.0904,-0.2128,0.4374,1.26,5.27,0.3851,0.3315,0.2834,1.8,0.7071,-0.5983,35.0
A000087,Number of unrooted nonseparable planar maps with n edges and a distinguished face.,Успешно,Строгий кристаллический тренд,4.5016,0.2668,0.0,4.4033,17.86,1.0,0.5251,56265507926935.09,19.19,0.9998,0.0002,0.0,2.4724876554069906e+24,0.0,1.0,1.0
A000088,Number of simple graphs on n unlabeled nodes.,Успешно,Строгий кристаллический тренд,4.2219,-0.0,0.0,4.1295,15.0526,1.0,0.4914,2.5854380900111482e+33,19.0,1.0,0.0,0.0,1.6846394504647854e+59,0.0,1.0,1.0
A000089,Number of solutions to x^2 + 1 == 0 (mod n).,Успешно,Аномальный Сдвиг / Выброс,0.9622,1.5037,0.0,1.7923,2.4282,-0.1619,0.3642,1.46,4.67,0.3785,0.3597,0.2618,2.48,0.7071,-0.4594,26.0
A000090,Expansion of e.g.f. exp((-x^3)/3)/(1-x).,Успешно,Строгий кристаллический тренд,4.4366,-0.0,0.0,4.4625,17.9591,1.0,0.4926,7.295158500830346e+19,21.0,0.9999,0.0001,0.0,3.2144602222959365e+36,0.0,1.0,1.0
A000091,"Multiplicative with a(2^e) = 2 for k >= 1; a(3) = 2, a(3^e) = 0 for k >= 2; a(p^e) = 0 if p > 3 and p == -1 (mod 3); a(p^e) = 2 if p > 3 and p == 1 (mod 3).",Успешно,Сложная динамическая структура,1.6059,2.2298,0.0,1.2997,1.3425,-0.1537,0.4267,3.15,3.73,0.368,0.3355,0.2965,13.93,0.3333,-0.563,42.0
A000092,"Let A(n) = #{(i,j,k): i^2 + j^2 + k^2 <= n}, V(n) = (4/3)Pi*n^(3/2), P(n) = A(n) - V(n); sequence gives values of n where |P(n)| sets a new record.",Успешно,Строгий кристаллический тренд,5.585,-0.0,0.0,1.5307,1.2908,0.9887,0.7562,6158.96,13.46,0.8824,0.0634,0.0542,9022137.91,0.0,-0.0212,1.0
A000093,a(n) = floor(n^(3/2)).,Успешно,Строгий кристаллический тренд,5.858,-0.0,0.0,0.3702,-1.1275,1.0,0.7946,190.83,1.59,0.9932,0.0055,0.0012,206.05,0.0014,0.9674,1.0
A000094,Number of trees of diameter 4.,Успешно,Строгий кристаллический тренд,5.3496,-0.0,0.0,2.1797,3.985,1.0,0.7297,22848.78,7.05,0.9957,0.0041,0.0002,1785795.44,0.0,1.0,1.0
A000095,Number of fixed points of Gamma_0 (n) of type i.,Успешно,Сложная динамическая структура,1.0441,1.5037,0.0,1.8376,2.033,-0.1371,0.4073,1.92,3.5,0.3751,0.355,0.2698,4.44,0.4472,-0.4555,26.0
A000096,a(n) = n*(n+3)/2.,Успешно,Строгий кристаллический тренд,5.8826,-0.0,0.0,0.6205,-0.8785,1.0,0.7934,770.44,1.93,0.9939,0.0061,0.0,1461.12,0.0003,1.0,1.0
A000097,Number of partitions of n if there are two kinds of 1's and two kinds of 2's.,Успешно,Строгий кристаллический тренд,5.3576,-0.0,0.0,2.2484,4.309,1.0,0.7182,160933.23,7.27,0.995,0.005,0.0001,120478777.03,0.0,1.0,1.0
A000098,"Number of partitions of n if there are two kinds of 1, two kinds of 2 and two kinds of 3.",Успешно,Строгий кристаллический тренд,5.1699,-0.0,0.0,2.2162,4.1367,1.0,0.7095,117086.99,7.04,0.9942,0.0058,0.0,81315623.27,0.0,1.0,1.0
A000099,"Let A(n) = #{(i,j): i^2 + j^2 <= n}, V(n) = Pi*n, P(n) = A(n) - V(n); sequence gives values of n where |P(n)| sets a new record.",Успешно,Строгий кристаллический тренд,5.5236,-0.0,0.0,1.364,0.5048,0.9905,0.7652,11139.05,10.06,0.8909,0.063,0.0461,24129949.19,0.0,0.1167,1.0
A000100,a(n) is the number of compositions of n in which the maximal part is 3.,Успешно,Строгий кристаллический тренд,5.0378,-0.0,0.0,3.9072,15.2326,1.0,0.6259,136113636.96,16.01,0.9999,0.0001,0.0,6692773312980.54,0.0,1.0,1.0
A000101,"Record gaps between primes (upper end) (compare A002386, which gives lower ends of these gaps).",Успешно,Строгий кристаллический тренд,4.9542,-0.0,0.0,3.954,16.0508,0.9071,0.6245,171337357.59,19.89,0.834,0.1307,0.0354,1.6840586072136434e+16,0.0,0.2214,1.0
A000102,a(n) = number of compositions of n in which the maximum part size is 4.,Успешно,Строгий кристаллический тренд,4.9932,-0.0,0.0,4.1408,17.1823,1.0,0.617,914281920.27,17.55,0.9997,0.0003,0.0,810736212912982.1,0.0,1.0,1.0
A000103,Number of n-node triangulations of sphere in which every node has degree >= 4.,Успешно,Строгий кристаллический тренд,4.4183,-0.0,0.0,4.4041,17.8651,1.0,0.525,1630649441584.03,19.2,0.9998,0.0002,0.0,2.2508679010443146e+21,0.0,1.0,1.0
A000104,Number of n-celled free polyominoes without holes.,Успешно,Строгий кристаллический тренд,4.694,-0.0,0.0,4.6369,20.5547,1.0,0.5499,9230832071492.63,20.7,0.9999,0.0001,0.0,4.161295256622121e+22,0.0,1.0,1.0
A000105,Number of free polyominoes (or square animals) with n cells.,Успешно,Строгий кристаллический тренд,4.694,-0.0,0.0,4.655,20.696,1.0,0.5484,13769759720785.8,20.86,0.9999,0.0001,0.0,9.445586980532873e+22,0.0,1.0,1.0
A000106,2nd power of rooted tree enumerator; number of linear forests of 2 rooted trees.,Успешно,Строгий кристаллический тренд,4.9542,-0.0,0.0,4.4645,19.4504,1.0,0.5738,525175423326.21,19.37,0.9998,0.0002,0.0,2.7841722681143912e+20,0.0,1.0,1.0
