ID,Название,Status,Вердикт,Энтропия_Шеннона,Энтропия_Перестановок,Фрактал_Размерность_GP,Асимметрия_Сдвига,Эксцесс_Хвостов,Автокорреляция_Лаг1,Херст_Хаотичность,Радиус_Облака,Коэф_Сдвига_Аномалий,Доля_Оси_X,Доля_Оси_Y,Доля_Оси_Z,Сила_Закрутки_Ротора,Индекс_Сквозных_Дыр,Коэф_Ветвления,Частота_Фурье
A000471,a(n) = floor(sinh(n)).,Успешно,Строгий кристаллический тренд,4.9069,-0.0,0.0,4.3273,18.2397,1.0,0.5768,201132805391.0,18.33,1.0,0.0,0.0,51481530298.33,0.0,1.0,1.0
A000472,a(n) = a(n-1)^2 + (a(n-2) + 1)*(a(n-1) - a(n-2)^2).,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000473,Number of genus 0 rooted maps with 5 faces and n vertices.,Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,3.8916,13.6689,1.0,0.5301,2.7537337161384036e+16,15.22,0.9995,0.0005,0.0,1.6117924245297433e+30,0.0,1.0,1.0
A000474,Number of nonisomorphic 1-factorizations of complete graph K_{2n}.,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000475,Rencontres numbers: number of permutations of [n] with exactly 4 fixed points.,Успешно,Строгий кристаллический тренд,4.3219,0.3095,0.0,4.1169,14.985,1.0,0.4911,4.151147788669976e+19,18.17,0.9999,0.0001,0.0,7.990124451362964e+35,0.0,1.0,1.0
A000476,Number of permutations of an n-sequence discordant with three given permutations (see reference) in n-1 places.,Успешно,Строгий кристаллический тренд,4.2479,-0.0,0.0,3.9947,13.9921,1.0,0.4905,4.060056757578052e+20,17.22,0.9999,0.0001,0.0,7.210801094732933e+37,0.0,1.0,1.0
A000477,a(n) = Sum_{k=1..n-1} k^2*sigma(k)*sigma(n-k).,Успешно,Строгий кристаллический тренд,5.1293,-0.0,0.0,1.6093,1.4549,0.9931,0.734,2158365.2,6.74,0.9352,0.0504,0.0144,876597052933.07,0.0,0.279,1.0
A000478,Number of ways of placing n labeled balls into 3 indistinguishable boxes with at least 2 balls in each box.,Успешно,Строгий кристаллический тренд,4.7004,-0.0,0.0,4.1137,16.1549,1.0,0.5679,11426883543494.85,16.67,1.0,0.0,0.0,2.790200719780181e+21,0.0,1.0,1.0
A000479,"Number of 1-factorizations of K_{n,n}.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000480,a(n) = floor(cos(n)).,Успешно,Сложная динамическая структура,1.0843,1.3168,3.0,0.2104,-1.3687,0.3747,0.3565,0.88,3.04,0.4097,0.3942,0.1961,0.79,0.4472,0.0383,13.0
A000481,"Stirling numbers of the second kind, S(n,5).",Успешно,Строгий кристаллический тренд,4.5236,-0.0,0.0,4.2221,16.4235,1.0,0.532,6440726507781923.0,17.61,1.0,0.0,0.0,6.688927679562228e+27,0.0,1.0,1.0
A000482,"Unsigned Stirling numbers of first kind s(n,5).",Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,4.1184,14.9932,1.0,0.4912,1.1000623082867326e+22,18.23,0.9999,0.0001,0.0,4.444352949923634e+40,0.0,1.0,1.0
A000483,"Associated Stirling numbers: second-order reciprocal Stirling numbers (Fekete) a(n) = [[n, 3]]. The number of 3-orbit permutations of an n-set with at least 2 elements in each orbit.",Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,4.1187,14.9952,1.0,0.4912,1.9373240463669928e+23,18.24,0.9999,0.0001,0.0,1.3190387930336023e+43,0.0,1.0,1.0
A000484,a(n) = round(cos(n)).,Успешно,Сложная динамическая структура,1.5843,1.7723,0.0,-0.0221,-1.5257,0.5311,0.3533,1.43,1.57,0.4885,0.4619,0.0496,1.71,100000.0,0.4953,13.0
A000485,Number of partially labeled trees with n nodes (4 of which are labeled).,Успешно,Строгий кристаллический тренд,4.4594,-0.0,0.0,3.7913,13.3804,1.0,0.5607,1725774989555.83,14.39,0.9996,0.0004,0.0,4.801393355707012e+21,0.0,1.0,1.0
A000486,One half of the number of permutations of [n] such that the differences have 4 runs with the same signs.,Успешно,Строгий кристаллический тренд,4.3923,-0.0,0.0,3.8784,13.7875,1.0,0.541,16920551056874.48,15.01,1.0,0.0,0.0,2.9211737447355262e+22,0.0,1.0,1.0
A000487,Number of permutations of length n with exactly two valleys.,Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,3.959,14.0749,1.0,0.5226,1.7191650201767388e+16,15.84,1.0,0.0,0.0,2.030633242736122e+28,0.0,1.0,1.0
A000488,"Generalized tangent numbers d_(n,3).",Успешно,Строгий кристаллический тренд,4.6439,-0.0,0.0,1.7336,1.9633,0.9998,0.7007,119590414.87,4.85,0.9834,0.0158,0.0008,236092128224659.28,0.0,0.9997,1.0
A000489,"Card matching: Coefficients B[n,3] of t^3 in the reduced hit polynomial A[n,n,n](t).",Успешно,Строгий кристаллический тренд,4.2479,-0.0,0.0,3.9298,13.6392,1.0,0.507,1.0587203091905211e+18,16.0,0.9999,0.0001,0.0,4.762878685617754e+32,0.0,1.0,1.0
A000490,"Generalized Euler numbers c(4,n).",Успешно,Строгий кристаллический тренд,3.8074,-0.0,0.0,3.3282,9.0769,1.0,0.486,2.8120494174082244e+36,13.0,1.0,0.0,0.0,3.077878719309822e+65,0.0,1.0,1.0
A000491,Number of bipartite partitions of n white objects and 5 black ones.,Успешно,Строгий кристаллический тренд,5.1293,-0.0,0.0,2.2396,4.248,1.0,0.7059,1269582.26,7.12,0.9941,0.0059,0.0,10171906177.79,0.0,1.0,1.0
A000492,Number of permutations of an n-sequence discordant with three given permutations (see reference) in n-6 places.,Успешно,Строгий кристаллический тренд,4.1699,-0.0,0.0,3.8686,12.9992,1.0,0.4898,1.4453151237631364e+20,16.26,0.9999,0.0001,0.0,8.684907744794833e+36,0.0,1.0,1.0
A000493,a(n) = floor(sin(n)).,Успешно,Сложная динамическая структура,0.9996,1.2182,3.0,-0.0476,-1.9977,0.3734,0.399,0.87,3.19,0.4102,0.3903,0.1995,0.77,1.0,0.0,13.0
A000494,Nearest integer to sin(n).,Успешно,Сложная динамическая структура,1.5845,1.7652,0.0,-0.0199,-1.5233,0.5279,0.3366,1.43,1.56,0.487,0.4594,0.0536,1.7,0.4082,0.5002,15.0
A000495,Nearest integer to sinh(n).,Успешно,Строгий кристаллический тренд,4.9069,-0.0,0.0,4.3273,18.2397,1.0,0.5768,201132805391.09,18.33,1.0,0.0,0.0,64837848511.67,0.0,1.0,1.0
A000496,Restricted permutations.,Успешно,Строгий кристаллический тренд,5.1144,-0.0,0.0,3.9012,15.1849,1.0,0.6263,437931761.82,15.97,1.0,0.0,0.0,380477243.93,0.0,1.0,1.0
A000497,"S2(j,2j+2) where S2(n,k) is a 2-associated Stirling number of the second kind.",Успешно,Строгий кристаллический тренд,4.0,-0.0,0.0,3.611,11.0492,1.0,0.4882,4.1820386747260266e+20,14.62,1.0,0.0,0.0,2.485949023913182e+37,0.0,1.0,1.0
A000498,"Eulerian numbers (Euler's triangle: column k=4 of A008292, column k=3 of A173018).",Успешно,Строгий кристаллический тренд,4.5236,-0.0,0.0,4.0934,15.5621,1.0,0.5428,489296080443654.2,16.52,0.9999,0.0001,0.0,9.414981945070746e+25,0.0,1.0,1.0
A000499,a(n) = Sum_{k=1..n-1} k^3*sigma(k)*sigma(n-k).,Успешно,Строгий кристаллический тренд,5.0,-0.0,0.0,1.9277,2.8545,0.9936,0.7145,26334717.1,7.84,0.9369,0.0494,0.0138,129905062223611.52,0.0,0.5026,1.0
A000500,Number of permutations of an n-sequence discordant with three given permutations (see reference) in n-7 places.,Успешно,Строгий кристаллический тренд,4.1699,-0.0,0.0,3.8697,13.0046,1.0,0.4898,1.345659249628812e+21,16.3,0.9999,0.0001,0.0,6.443762787000471e+38,0.0,1.0,1.0
A000501,a(n) = floor(cosh(n)).,Успешно,Строгий кристаллический тренд,4.8402,-0.0,0.0,4.3273,18.2397,1.0,0.5768,201132805391.0,18.33,1.0,0.0,0.0,51481530298.48,0.0,1.0,1.0
A000502,Number of genus 0 rooted maps with 6 faces and n vertices.,Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,3.9203,13.8422,1.0,0.5271,1.1187256505799247e+18,15.47,0.9995,0.0005,0.0,2.9675923562695194e+33,0.0,1.0,1.0
A000503,a(n) = floor(tan(n)).,Успешно,Аномальный Сдвиг / Выброс,3.2585,1.583,0.0,-7.8212,66.0831,-0.027,0.4792,18.36,20.68,0.3384,0.3372,0.3244,1313.56,0.0434,-0.4989,41.0
A000504,"S2(j,2j+3) where S2(n,k) is a 2-associated Stirling number of the second kind.",Успешно,Строгий кристаллический тренд,4.0875,-0.0,0.0,3.7471,12.0489,1.0,0.4892,1.2116710812493693e+24,15.66,1.0,0.0,0.0,1.3029031826138792e+44,0.0,1.0,1.0
A000505,"Eulerian numbers (Euler's triangle: column k=5 of A008292, column k=4 of A173018).",Успешно,Строгий кристаллический тренд,4.2479,-0.0,0.0,3.7858,12.814,1.0,0.5281,1288954659784227.2,14.51,0.9997,0.0003,0.0,1.8873976371474902e+27,0.0,1.0,1.0
A000506,One half of the number of permutations of [n] such that the differences have 5 runs with the same signs.,Успешно,Строгий кристаллический тренд,4.1699,-0.0,0.0,3.6544,11.8308,1.0,0.5282,96722739897801.9,13.62,0.9999,0.0001,0.0,2.6654228645131015e+24,0.0,1.0,1.0
A000507,Number of permutations of [n] with exactly 3 increasing runs of length at least 2.,Успешно,Строгий кристаллический тренд,4.1699,-0.0,0.0,3.7606,12.4241,1.0,0.514,5.279222121913019e+16,14.59,1.0,0.0,0.0,5.433253237020356e+29,0.0,1.0,1.0
A000508,"Generalized class numbers c_(n,3).",Успешно,Строгий кристаллический тренд,4.3923,-0.0,0.0,1.9306,2.7245,0.9997,0.673,3350919326.28,5.43,0.9817,0.0179,0.0003,2.8105323680269043e+17,0.0,0.9996,1.0
A000509,"Size of second largest n-arc in PG(2,q), where q runs through the primes and prime powers >= 7.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000510,"Maximal number of points in PG(2,q) with at most 3 on a line (next term is 21 or 22).",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000511,"Number of n-step spiral self-avoiding walks on hexagonal lattice, where at each step one may continue in same direction or make turn of 2*Pi/3 counterclockwise.",Успешно,Строгий кристаллический тренд,6.5641,-0.0,0.0,2.8235,7.605,1.0,0.7496,22451649.84,10.73,0.998,0.002,0.0,661051433534.91,0.0,1.0,1.0
A000512,"Number of equivalence classes of n X n matrices over {0,1} with rows and columns summing to 3, where equivalence is defined by row and column permutations.",Успешно,Строгий кристаллический тренд,4.6645,-0.0,0.0,4.9846,22.9103,1.0,0.4979,9.768262487152882e+21,25.66,0.9999,0.0001,0.0,6.537466496843008e+40,0.0,1.0,1.0
A000513,"Number of equivalence classes of n X n matrices over {0,1} with rows and columns summing to 4, where equivalence is defined by row and column permutations. Also number of isomorphism classes of bicolored quartic bipartite graphs, where isomorphism cannot exchange the colors.",Успешно,Строгий кристаллический тренд,4.1524,-0.0,0.0,4.3642,17.0467,1.0,0.4925,2.3325527155499934e+28,20.9,1.0,0.0,0.0,7.753059200583353e+51,0.0,1.0,1.0
A000514,"Eulerian numbers (Euler's triangle: column k=6 of A008292, column k=5 of A173018).",Успешно,Строгий кристаллический тренд,4.2479,-0.0,0.0,3.8581,13.2337,1.0,0.5192,4.038217564937787e+17,15.18,0.9997,0.0003,0.0,1.9585892274570702e+32,0.0,1.0,1.0
A000515,"a(n) = (2n)!(2n+1)!/n!^4, or equally (2n+1)*binomial(2n,n)^2.",Успешно,Строгий кристаллический тренд,4.2479,-0.0,0.0,3.9817,13.9235,1.0,0.4925,3.366638007303946e+20,16.87,1.0,0.0,0.0,2.1535540476250173e+35,0.0,1.0,1.0
A000516,"Number of equivalence classes of n X n matrices over {0,1} with rows and columns summing to 5, where equivalence is defined by row and column permutations. Isomorphism classes of bicolored 5-regular bipartite graphs, where isomorphism cannot exchange the colors.",Успешно,Строгий кристаллический тренд,3.8219,-0.0,0.0,4.1295,15.0526,1.0,0.4914,2.0551885534915706e+33,18.99,1.0,0.0,0.0,1.4395786358582634e+60,0.0,1.0,1.0
A000517,Number of permutations of length n with exactly three valleys.,Успешно,Строгий кристаллический тренд,4.1699,-0.0,0.0,3.7887,12.5775,1.0,0.509,4.357169623098676e+18,14.9,0.9999,0.0001,0.0,4.6410984529106624e+33,0.0,1.0,1.0
A000518,"Generalized tangent numbers d_(n,4).",Успешно,Строгий кристаллический тренд,4.2479,-0.0,0.0,2.1043,3.4536,0.9996,0.6521,136613113140.82,6.0,0.9813,0.0184,0.0003,5.677530991141835e+20,0.0,0.9996,1.0
A000519,Number of equivalence classes of nonzero regular 0-1 matrices of order n.,Успешно,Строгий кристаллический тренд,4.1699,-0.0,0.0,3.8806,13.0588,1.0,0.4901,8.363007956512054e+39,17.0,1.0,0.0,0.0,3.6354849735194784e+68,0.0,1.0,1.0
A000520,Nearest integer to log_10(n).,Успешно,Строгий кристаллический тренд,1.103,-0.0,2.6087,-1.0464,0.0821,0.9626,0.8232,0.85,43.0,0.7952,0.127,0.0778,0.11,0.2887,-0.0241,1.0
A000521,Coefficients of modular function j as power series in q = e^(2 Pi i t). Another name is the elliptic modular invariant J(tau).,Успешно,Строгий кристаллический тренд,4.0875,-0.0,0.0,3.5233,10.8757,0.9999,0.5279,1.7776562784008262e+19,12.77,0.9976,0.0024,0.0,2.8447025973684075e+36,0.0,0.9999,1.0
A000522,Total number of ordered k-tuples (k=0..n) of distinct elements from an n-element set: a(n) = Sum_{k=0..n} n!/k!.,Успешно,Строгий кристаллический тренд,4.585,-0.0,0.0,4.5735,18.9606,1.0,0.493,6.090609910818558e+21,22.0,0.9999,0.0001,0.0,2.03415284045986e+40,0.0,1.0,1.0
A000523,a(n) = floor(log_2(n)).,Успешно,Строгий кристаллический тренд,2.1002,-0.0,3.0,-1.3531,1.6266,0.9854,0.7929,1.67,17.33,0.8675,0.0787,0.0538,0.73,0.1078,-0.0562,1.0
A000524,"Number of rooted trees with n nodes, 2 of which are labeled.",Успешно,Строгий кристаллический тренд,4.585,-0.0,0.0,3.9348,14.6222,1.0,0.5665,98922046811.08,15.39,0.9999,0.0001,0.0,5.17627300608722e+18,0.0,1.0,1.0
A000525,Number of partially labeled rooted trees with n nodes (4 of which are labeled).,Успешно,Строгий кристаллический тренд,4.3923,-0.0,0.0,3.73,12.8368,1.0,0.556,11577975289811.02,13.98,0.9994,0.0006,0.0,3.0539060406633384e+23,0.0,1.0,1.0
A000526,Number of partially labeled trees with n nodes (5 of which are labeled).,Успешно,Строгий кристаллический тренд,4.2479,-0.0,0.0,3.5262,11.2657,1.0,0.5519,3026041876499.38,12.67,0.9992,0.0008,0.0,2.482483544013036e+22,0.0,1.0,1.0
A000527,Series-parallel numbers.,Успешно,Строгий кристаллический тренд,5.1293,-0.0,0.0,5.145,25.7345,1.0,0.5517,1.8117721695868334e+22,25.08,0.9998,0.0002,0.0,2.900108330211432e+41,0.0,1.0,1.0
A000528,"Number of types of Latin squares of order n. Equivalently, number of nonisomorphic 1-factorizations of K_{n,n}.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000529,Powers of rooted tree enumerator.,Успешно,Строгий кристаллический тренд,5.6439,-0.0,0.0,1.4982,1.1587,1.0,0.7625,1535052.28,4.26,0.9924,0.0076,0.0,8983630898.85,0.0,1.0,1.0
A000530,"Let p(n, s, x) be predicate that number of occurrences of s's in x >= 2*n - the length of the longest sequence of s's in x. Then a(n)=#{x in {0,1}* | x ends in 0 and p(n,0,x) and (there is no prefix y of x such that p(n,0,y) or p(n,1,y))}.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000531,From area of cyclic polygon of 2n + 1 sides.,Успешно,Строгий кристаллический тренд,4.7004,-0.0,0.0,4.4071,18.3026,1.0,0.5438,1065381227448725.4,18.89,0.9999,0.0001,0.0,3.738717822071453e+26,0.0,1.0,1.0
A000532,Number of Hamiltonian paths from NW to SW corners in an n X n grid.,Успешно,Строгий кристаллический тренд,3.875,-0.0,0.0,3.6148,11.0667,1.0,0.4884,2.422947812223161e+34,15.0,1.0,0.0,0.0,1.0846556615731658e+60,0.0,1.0,1.0
A000533,"a(0)=1; a(n) = 10^n + 1, n >= 1.",Успешно,Строгий кристаллический тренд,4.0875,-0.0,0.0,3.6904,11.7657,1.0,0.5004,1275528836415930.8,14.4,1.0,0.0,0.0,953626561117490.1,0.0,1.0,1.0
A000534,Numbers that are not the sum of 4 nonzero squares.,Успешно,Строгий кристаллический тренд,5.4263,-0.0,0.0,3.7965,14.7235,0.9922,0.6518,1889628.65,18.0,0.9281,0.0491,0.0228,978502601575.82,0.0,0.8472,1.0
A000535,"Card matching: coefficients B[n,2] of t^2 in the reduced hit polynomial A[n,n,n](t).",Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,4.0407,14.5553,1.0,0.5102,9.630249920075392e+17,16.75,1.0,0.0,0.0,2.1120117161944064e+32,0.0,1.0,1.0
A000536,Number of 3-line Latin rectangles.,Успешно,Строгий кристаллический тренд,4.9069,-0.0,0.0,5.1929,24.9894,1.0,0.4949,1.089474100176107e+38,28.18,1.0,0.0,0.0,2.179232533060347e+72,0.0,1.0,1.0
A000537,Sum of first n cubes; or n-th triangular number squared.,Успешно,Строгий кристаллический тренд,5.2854,-0.0,0.0,1.3801,0.7647,0.9999,0.751,196399.28,3.8,0.9889,0.011,0.0001,252977008.16,0.0,0.9999,1.0
A000538,Sum of fourth powers: 0^4 + 1^4 + ... + n^4.,Успешно,Строгий кристаллический тренд,5.1293,-0.0,0.0,1.6496,1.6642,0.9999,0.7326,3141941.88,4.65,0.9877,0.0122,0.0001,90184702988.78,0.0,0.9999,1.0
A000539,Sum of 5th powers: 0^5 + 1^5 + 2^5 + ... + n^5.,Успешно,Строгий кристаллический тренд,5.0,-0.0,0.0,1.8825,2.5683,0.9999,0.7156,47252180.54,5.46,0.9868,0.013,0.0001,27118972059463.74,0.0,0.9999,1.0
A000540,Sum of 6th powers: 0^6 + 1^6 + 2^6 + ... + n^6.,Успешно,Строгий кристаллический тренд,4.8074,-0.0,0.0,2.0851,3.4395,0.9998,0.6941,448807144.36,6.17,0.9855,0.0144,0.0002,3411261051713381.0,0.0,0.9998,1.0
A000541,Sum of 7th powers: 1^7 + 2^7 + ... + n^7.,Успешно,Строгий кристаллический тренд,4.7004,-0.0,0.0,2.2665,4.2882,0.9998,0.6775,5421590353.28,6.85,0.985,0.0148,0.0002,6.086625827687493e+17,0.0,0.9998,1.0
A000542,Sum of 8th powers: 1^8 + 2^8 + ... + n^8.,Успешно,Строгий кристаллический тренд,4.585,-0.0,0.0,2.4266,5.078,0.9998,0.6597,54558020455.31,7.46,0.9846,0.0152,0.0002,7.384736782528312e+19,0.0,0.9998,1.0
A000543,Number of inequivalent ways to color vertices of a cube using at most n colors.,Успешно,Строгий кристаллический тренд,4.6439,-0.0,0.0,2.2927,4.4074,0.9998,0.6723,1100752552.92,6.93,0.9843,0.0155,0.0002,2.7572290589207464e+16,0.0,0.9998,1.0
A000544,Number of permutations of length n by rises.,Успешно,Строгий кристаллический тренд,4.4594,-0.0,0.0,4.3531,16.9835,1.0,0.4922,2.1654448199170747e+23,20.16,0.9999,0.0001,0.0,1.8679127153789063e+43,0.0,1.0,1.0
A000545,Number of ways of n-coloring a dodecahedron.,Успешно,Строгий кристаллический тренд,4.3923,-0.0,0.0,2.7772,6.9281,0.9997,0.6236,23644790482201.77,8.86,0.9859,0.0139,0.0002,1.7017289150181155e+25,0.0,0.9997,1.0
A000546,First occurrence of n consecutive numbers that take same number of steps to reach 1 in 3x+1 problem.,Успешно,Аномальный Сдвиг / Выброс,5.2095,2.289,0.0,4.7637,23.5643,0.5916,0.6116,928689.99,20.8,0.6727,0.2407,0.0866,745338340965.72,0.0,0.0471,1.0
A000547,Number of steps to reach 1 in sequence A000546.,Успешно,Сложная динамическая структура,5.6645,2.558,0.0,-0.1079,-1.4219,0.6908,0.7774,118.13,2.88,0.5806,0.2174,0.202,18251.44,0.0027,-0.552,1.0
A000548,Squares that are not the sum of 2 nonzero squares.,Успешно,Строгий кристаллический тренд,5.3576,-0.0,0.0,0.7644,-0.7436,0.9982,0.7733,2016.82,4.59,0.9469,0.0331,0.02,344857.11,0.0001,0.3685,1.0
A000549,Numbers that are the sum of 2 squares but not sum of 3 nonzero squares.,Успешно,Строгий кристаллический тренд,5.7279,-0.0,0.0,1.947,2.7966,0.9962,0.7471,3020.25,9.1,0.93,0.0364,0.0336,1539707.04,0.0001,0.4668,1.0
A000550,Number of trees of diameter 7.,Успешно,Строгий кристаллический тренд,5.6439,-0.0,0.0,4.3231,19.1627,1.0,0.6411,16356114292150.98,19.56,0.9988,0.0012,0.0,9.52088324620043e+23,0.0,1.0,1.0
A000551,Number of labeled rooted trees of height 2 with n nodes.,Успешно,Строгий кристаллический тренд,4.2479,-0.0,0.0,3.969,13.8548,1.0,0.497,6.417730478784562e+16,16.61,0.9998,0.0002,0.0,4.275040074501893e+30,0.0,1.0,1.0
A000552,Number of labeled rooted trees of height 3 with n nodes.,Успешно,Строгий кристаллический тренд,4.0,-0.0,0.0,3.6039,11.0164,1.0,0.488,3.83841904865443e+18,14.36,0.9999,0.0001,0.0,5.526869075002906e+33,0.0,1.0,1.0
A000553,Number of labeled rooted trees of height 4 with n nodes.,Успешно,Строгий кристаллический тренд,3.9069,-0.0,0.0,3.4685,10.0455,1.0,0.4871,1.7686214065893405e+20,13.56,1.0,0.0,0.0,6.3056065654252e+36,0.0,1.0,1.0
A000554,Number of labeled trees of diameter 3 with n nodes.,Успешно,Строгий кристаллический тренд,4.8074,-0.0,0.0,3.7291,13.4966,1.0,0.6041,32385223860.59,14.37,0.9993,0.0007,0.0,2.304068085687779e+18,0.0,1.0,1.0
A000555,Number of labeled trees of diameter 4 with n nodes.,Успешно,Строгий кристаллический тренд,4.585,-0.0,0.0,4.5587,18.8694,1.0,0.4987,7.167105424276035e+24,21.55,0.9999,0.0001,0.0,3.3167524749743826e+46,0.0,1.0,1.0
A000556,Expansion of exp(-x) / (1 - exp(x) + exp(-x)).,Успешно,Строгий кристаллический тренд,4.2219,-0.0,0.0,4.1251,15.0297,1.0,0.4913,7.948845562746003e+21,18.52,1.0,0.0,0.0,1.208537489623709e+40,0.0,1.0,1.0
A000557,Expansion of e.g.f. 1/(1 - 2*sinh(x)).,Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,4.1251,15.0297,1.0,0.4913,1.286150229184682e+22,18.52,1.0,0.0,0.0,3.163992224512728e+40,0.0,1.0,1.0
A000558,Generalized Stirling numbers of second kind.,Успешно,Строгий кристаллический тренд,4.4594,-0.0,0.0,4.3193,16.785,1.0,0.5021,1.9865853840655025e+18,19.29,0.9998,0.0002,0.0,4.3920072453065116e+33,0.0,1.0,1.0
A000559,Generalized Stirling numbers of second kind.,Успешно,Строгий кристаллический тренд,4.3219,-0.0,0.0,4.096,14.8699,1.0,0.4967,4.4776374860822973e+18,17.64,0.9999,0.0001,0.0,1.5397467300777263e+34,0.0,1.0,1.0
A000560,Number of symmetric ways of folding a strip of n labeled stamps.,Успешно,Строгий кристаллический тренд,4.7549,-0.0,0.0,4.3082,17.7339,1.0,0.561,201942936030.64,18.1,0.9984,0.0015,0.0001,3.024296607947107e+20,0.0,1.0,1.0
A000561,Number of discordant permutations.,Успешно,Строгий кристаллический тренд,5.3923,-0.0,0.0,1.0323,-0.1524,0.9999,0.7664,136254.26,2.84,0.9902,0.0098,0.0001,91934751.53,0.0,0.9999,1.0
A000562,Number of discordant permutations.,Успешно,Строгий кристаллический тренд,5.1699,-0.0,0.0,1.3442,0.6591,0.9999,0.7466,2155011.59,3.69,0.9884,0.0115,0.0001,34201421400.71,0.0,0.9999,1.0
A000563,Number of discordant permutations.,Успешно,Строгий кристаллический тренд,4.858,-0.0,0.0,1.5929,1.4582,0.9998,0.7203,15076164.85,4.42,0.9859,0.0139,0.0002,2782057186112.12,0.0,0.9998,1.0
A000564,Number of discordant permutations.,Успешно,Строгий кристаллический тренд,4.6439,-0.0,0.0,1.8008,2.2236,0.9998,0.6977,88743368.03,5.07,0.9843,0.0155,0.0002,135968576943353.69,0.0,0.9998,1.0
A000565,Number of discordant permutations.,Успешно,Строгий кристаллический тренд,4.585,-0.0,0.0,1.9879,2.993,0.9998,0.6838,718808155.7,5.73,0.9843,0.0155,0.0002,1.0196515232607744e+16,0.0,0.9998,1.0
A000566,Heptagonal numbers (or 7-gonal numbers): n*(5*n-3)/2.,Успешно,Строгий кристаллический тренд,5.6147,-0.0,0.0,0.656,-0.8394,0.9999,0.7832,2475.87,1.99,0.9918,0.0082,0.0,22574.76,0.0001,1.0,1.0
A000567,Octagonal numbers: n*(3*n-2). Also called star numbers.,Успешно,Строгий кристаллический тренд,5.6147,-0.0,0.0,0.6568,-0.8385,0.9999,0.7832,2967.07,1.99,0.9918,0.0082,0.0,32438.99,0.0001,1.0,1.0
A000568,Number of outcomes of unlabeled n-team round-robin tournaments.,Успешно,Строгий кристаллический тренд,4.0842,-0.0,0.0,4.1295,15.0526,1.0,0.4914,2.5820624528783702e+33,19.0,1.0,0.0,0.0,1.6739557504947682e+59,0.0,1.0,1.0
A000569,Number of graphical partitions of 2n.,Успешно,Строгий кристаллический тренд,5.1699,-0.0,0.0,2.5268,5.7591,1.0,0.6947,433049.54,8.44,0.995,0.0049,0.0,1140088002.51,0.0,1.0,1.0
A000570,Number of tournaments on n nodes determined by their score vectors.,Успешно,Строгий кристаллический тренд,5.1554,-0.0,0.0,3.6697,13.3996,1.0,0.6408,15621972.57,14.64,1.0,0.0,0.0,11773225.04,0.0,1.0,1.0
A000571,Number of different score sequences that are possible in an n-team round-robin tournament.,Успешно,Строгий кристаллический тренд,4.9003,-0.0,0.0,4.9489,23.7348,1.0,0.5537,106375281805493.81,23.33,0.9998,0.0002,0.0,1.4153165314022753e+25,0.0,1.0,1.0
A000572,A Beatty sequence: [ n(e+1) ].,Успешно,Строгий кристаллический тренд,5.8826,-0.0,0.0,-0.0,-1.2013,1.0,0.7947,91.75,1.07,0.9938,0.0033,0.0029,143.81,0.0028,-0.3902,1.0
A000573,Number of 4 X n normalized Latin rectangles.,Успешно,Строгий кристаллический тренд,3.8074,-0.0,0.0,3.3282,9.0769,1.0,0.486,3.919439239807881e+36,13.0,1.0,0.0,0.0,7.793491407020282e+65,0.0,1.0,1.0
A000574,Coefficient of x^5 in expansion of (1 + x + x^2)^n.,Успешно,Строгий кристаллический тренд,5.2479,-0.0,0.0,1.5138,1.2033,0.9999,0.744,356478.83,4.25,0.9898,0.0101,0.0001,847270157.24,0.0,0.9999,1.0
A000575,Tenth column of quintinomial coefficients.,Успешно,Строгий кристаллический тренд,4.9069,-0.0,0.0,2.1526,3.7786,0.9999,0.6966,69779453.28,6.54,0.9889,0.011,0.0001,62396616134477.81,0.0,0.9999,1.0
A000576,a(n) is the number of (n-2) X n normalized Latin rectangles.,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000577,"Number of triangular polyominoes (or triangular polyforms, or polyiamonds) with n cells (turning over is allowed, holes are allowed, must be connected along edges).",Успешно,Строгий кристаллический тренд,4.9003,-0.0,0.0,4.6874,21.525,1.0,0.5703,1481113179310.9,21.14,0.9999,0.0001,0.0,1.373920282312903e+21,0.0,1.0,1.0
A000578,The cubes: a(n) = n^3.,Успешно,Строгий кристаллический тренд,5.4594,-0.0,0.0,1.0705,-0.07,0.9999,0.7684,31574.89,2.93,0.9901,0.0098,0.0001,4678901.99,0.0,0.9999,1.0
